"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
5818,"SAIA","Saia, Inc.","Services","Trucking","USA",2078.68,29.86,76.45,2.14%,291106
5819,"SAIC","Science Applications International Corporation","Technology","Information Technology Services","USA",3628.56,22.93,84.72,1.18%,83748
5820,"SAIL","SailPoint Technologies Holdings, Inc.","Technology","Business Software & Services","USA",2408.62,,25.48,1.31%,495736
5821,"SAL","Salisbury Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",119.74,17.21,43.70,0.34%,724
5822,"SALM","Salem Media Group, Inc.","Services","Broadcasting - Radio","USA",122.80,91.51,4.85,1.04%,42943
5823,"SALT","Scorpio Bulkers Inc.","Services","Shipping","Monaco",558.38,,7.35,0.00%,289961
5824,"SAM","The Boston Beer Company, Inc.","Consumer Goods","Beverages - Brewers","USA",3679.02,40.53,265.25,-1.25%,156031
5825,"SAMG","Silvercrest Asset Management Group Inc.","Financial","Asset Management","USA",226.95,23.55,17.00,-2.02%,14531
5826,"SAN","Banco Santander, S.A.","Financial","Foreign Money Center Banks","Spain",94147.41,10.99,5.42,-1.81%,8040297
5827,"SAND","Sandstorm Gold Ltd.","Basic Materials","Gold","Canada",647.49,71.00,4.26,-2.07%,1329424
5828,"SANM","Sanmina Corporation","Technology","Diversified Electronics","USA",2068.54,24.04,29.50,0.51%,348966
5829,"SANW","S&W; Seed Company","Consumer Goods","Farm Products","USA",74.31,,3.10,1.64%,6190
5830,"SAP","SAP SE","Technology","Application Software","Germany",141265.83,29.46,115.57,-0.33%,751064
5831,"SAR","Saratoga Investment Corp.","Financial","Diversified Investments","USA",155.49,7.21,24.22,0.12%,22335
5832,"SASR","Sandy Spring Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",1417.80,16.02,39.77,0.66%,87020
5833,"SATS","EchoStar Corporation","Technology","Communication Equipment","USA",4341.94,157.16,44.79,0.54%,104202
5834,"SAUC","Diversified Restaurant Holdings, Inc.","Services","Restaurants","USA",26.05,,0.90,0.00%,86202
5835,"SAVE","Spirit Airlines, Inc.","Services","Major Airlines","USA",2942.30,38.70,43.11,1.03%,742846
5836,"SB","Safe Bulkers, Inc.","Services","Shipping","Greece",372.44,,3.38,-2.03%,231790
5837,"SBAC","SBA Communications Corporation","Technology","Diversified Communication Services","USA",18177.04,145.83,157.20,-2.70%,1410122
5838,"SBB","ProShares Short SmallCap600","Financial","Exchange Traded Fund","USA",,,30.02,-1.57%,4952
5839,"SBBC","Scorpio Tankers Inc. 8.25% SR NT 19","Financial","Regional - Pacific Banks","Monaco",4637.86,,25.57,0.00%,5560
5840,"SBBP","Strongbridge Biopharma plc","Healthcare","Biotechnology","USA",260.20,,5.00,0.00%,176026
5841,"SBBX","SB One Bancorp","Financial","Regional - Northeast Banks","USA",232.23,29.07,28.60,0.35%,12389
5842,"SBCF","Seacoast Banking Corporation of Florida","Financial","Regional - Mid-Atlantic Banks","USA",1490.96,22.29,30.09,3.30%,227595
5843,"SBFG","SB Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",128.85,14.46,20.07,2.61%,685
5844,"SBGI","Sinclair Broadcast Group, Inc.","Services","Broadcasting - TV","USA",2733.08,3.13,25.45,0.20%,744116
5845,"SBGL","Sibanye Gold Limited","Basic Materials","Gold","South Africa",1517.76,,2.58,0.00%,3474228
5846,"SBH","Sally Beauty Holdings, Inc.","Services","Specialty Retail, Other","USA",1761.92,8.17,14.11,-13.96%,10388080
5847,"SBI","Western Asset Intermediate Muni Fund Inc.","Financial","Asset Management","USA",,,8.57,0.00%,105278
5848,"SBIO","ALPS Medical Breakthroughs ETF","Financial","Exchange Traded Fund","USA",,,37.74,0.67%,31637
5849,"SBLK","Star Bulk Carriers Corp.","Services","Shipping","Greece",887.51,54.88,13.61,1.80%,376930
5850,"SBM","ProShares Short Basic Materials","Financial","Exchange Traded Fund","USA",,,17.42,0.00%,0
5851,"SBNY","Signature Bank","Financial","Regional - Mid-Atlantic Banks","USA",6247.08,14.19,111.00,0.66%,614383
5852,"SBOT","Stellar Biotechnologies, Inc.","Healthcare","Biotechnology","USA",7.80,,1.53,2.00%,47549
5853,"SBOW","SilverBow Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",375.49,3.53,30.93,1.05%,11494
5854,"SBPH","Spring Bank Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",197.54,,14.05,11.16%,122004
5855,"SBR","Sabine Royalty Trust","Financial","Diversified Investments","USA",666.08,19.24,46.00,1.43%,17262
5856,"SBRA","Sabra Health Care REIT, Inc.","Financial","REIT - Healthcare Facilities","USA",3977.76,19.31,21.63,-0.37%,639990
5857,"SBS","Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP","Utilities","Water Utilities","Brazil",4752.38,7.10,6.72,0.30%,934718
5858,"SBSI","Southside Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",1243.96,19.05,35.16,0.89%,69983
5859,"SBUX","Starbucks Corporation","Services","Specialty Eateries","USA",70593.85,16.31,51.68,-0.48%,13632592
5860,"SC","Santander Consumer USA Holdings Inc.","Financial","Mortgage Investment","USA",7459.99,10.26,19.97,1.32%,2595345
5861,"SCACU","Saban Capital Acquisition Corp. Units","Conglomerates","Conglomerates","USA",583.58,274.36,10.70,0.00%,0
5862,"SCAP","AdvisorShares Cornerstone Small Cap ETF","Financial","Exchange Traded Fund","USA",,,39.31,1.42%,61
5863,"SCC","ProShares UltraShort Consumer Services","Financial","Exchange Traded Fund","USA",,,19.32,-0.14%,600
5864,"SCCO","Southern Copper Corporation","Basic Materials","Copper","USA",35936.80,20.36,46.88,-1.88%,1040741
5865,"SCD","LMP Capital and Income Fund Inc.","Financial","Closed-End Fund - Equity","USA",,,13.58,0.07%,43626
5866,"SCG","SCANA Corporation","Utilities","Electric Utilities","USA",5791.32,,41.34,2.63%,2466894
5867,"SCHA","Schwab US Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,75.43,0.84%,401976
5868,"SCHB","Schwab US Broad Market ETF","Financial","Exchange Traded Fund","USA",,,68.52,0.56%,320351
5869,"SCHC","Schwab International Small-Cap Eq ETF","Financial","Exchange Traded Fund","USA",,,36.06,-0.44%,128368
5870,"SCHD","Schwab US Dividend Equity ETF","Financial","Exchange Traded Fund","USA",,,51.34,0.47%,502128
5871,"SCHE","Schwab Emerging Markets Equity ETF","Financial","Exchange Traded Fund","USA",,,26.43,-1.27%,619230
5872,"SCHF","Schwab International Equity ETF","Financial","Exchange Traded Fund","USA",,,33.52,-0.80%,2472499
5873,"SCHG","Schwab U.S. Large-Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,78.67,0.96%,571801
5874,"SCHH","Schwab US REIT ETF","Financial","Exchange Traded Fund","USA",,,42.06,-0.40%,714237
5875,"SCHK","Schwab 1000 Index ETF","Financial","Exchange Traded Fund","USA",,,27.84,0.60%,68507
5876,"SCHL","Scholastic Corporation","Services","Publishing - Books","USA",1425.44,3740.91,41.15,-0.15%,76157
5877,"SCHM","Schwab US Mid-Cap ETF","Financial","Exchange Traded Fund","USA",,,56.37,0.95%,276834
5878,"SCHN","Schnitzer Steel Industries, Inc.","Basic Materials","Steel & Iron","USA",898.06,8.59,32.20,-2.13%,160601
5879,"SCHO","Schwab Short-Term US Treasury ETF","Financial","Exchange Traded Fund","USA",,,49.59,0.04%,336335
5880,"SCHP","Schwab US TIPS ETF","Financial","Exchange Traded Fund","USA",,,54.18,0.02%,390544
5881,"SCHR","Schwab Intermediate-Term US Trs ETF","Financial","Exchange Traded Fund","USA",,,51.90,0.08%,126775
5882,"SCHV","Schwab US Large-Cap Value ETF","Financial","Exchange Traded Fund","USA",,,55.38,0.29%,239544
5883,"SCHW","The Charles Schwab Corporation","Financial","Investment Brokerage - National","USA",68136.70,24.97,50.13,-1.47%,7451653
5884,"SCHX","Schwab US Large-Cap ETF","Financial","Exchange Traded Fund","USA",,,67.60,0.52%,892210
5885,"SCHZ","Schwab US Aggregate Bond ETF","Financial","Exchange Traded Fund","USA",,,50.36,0.04%,178120
5886,"SCI","Service Corporation International","Services","Personal Services","USA",7230.16,16.30,39.32,1.55%,1183344
5887,"SCID","Global X Scientific Beta Europe ETF","Financial","Exchange Traded Fund","USA",,,27.32,-0.93%,802
5888,"SCIF","VanEck Vectors India Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,50.57,0.12%,28913
5889,"SCIJ","Global X Scientific Beta Japan ETF","Financial","Exchange Traded Fund","USA",,,29.98,-0.80%,136
5890,"SCIN","Columbia India Small Cap ETF","Financial","Exchange Traded Fund","USA",,,18.05,-0.12%,210
5891,"SCIU","Global X Scientific Beta US ETF","Financial","Exchange Traded Fund","USA",,,32.45,0.49%,9214
5892,"SCIX","Global X Scientific Beta Asia ex-JPN ETF","Financial","Exchange Traded Fund","USA",,,25.49,-1.21%,163
5893,"SCJ","iShares MSCI Japan Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,77.54,-0.46%,100709
5894,"SCKT","Socket Mobile, Inc.","Technology","Computer Peripherals","USA",13.29,30.39,2.34,1.30%,1997
5895,"SCL","Stepan Company","Basic Materials","Specialty Chemicals","USA",1968.23,18.87,88.46,1.49%,68317
5896,"SCM","Stellus Capital Investment Corporation","Financial","Asset Management","USA",209.79,8.62,13.12,0.38%,53443
5897,"SCO","ProShares UltraShort Bloomberg Crude Oil","Financial","Exchange Traded Fund","USA",,,16.11,-3.65%,2375218
5898,"SCON","Superconductor Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",56.13,,2.60,-1.26%,68166
5899,"SCOR","comScore, Inc.","Services","Business Services","USA",1126.88,,19.68,1.97%,167790
5900,"SCPH","scPharmaceuticals Inc.","Healthcare","Biotechnology","USA",91.92,,4.80,-1.03%,26681
5901,"SCS","Steelcase Inc.","Consumer Goods","Business Equipment","USA",1657.99,15.27,13.90,0.36%,321345
5902,"SCSC","ScanSource, Inc.","Technology","Technical & System Software","USA",1053.41,21.45,40.50,1.12%,48804
5903,"SCTO","Global X   JPMorgan US Sector Rotat ETF","Financial","Exchange Traded Fund","USA",,,26.95,0.19%,752
5904,"SCVL","Shoe Carnival, Inc.","Services","Apparel Stores","USA",524.99,17.97,32.07,2.00%,139246
5905,"SCWX","SecureWorks Corp.","Technology","Application Software","USA",1120.85,,12.87,3.62%,60196
5906,"SCX","The L.S. Starrett Company","Industrial Goods","Small Tools & Accessories","USA",44.39,,6.35,-1.55%,17073
5907,"SCYX","SCYNEXIS, Inc.","Healthcare","Drugs - Generic","USA",71.62,,1.45,-7.64%,817264
5908,"SCZ","iShares MSCI EAFE Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,62.96,-0.52%,1122820
5909,"SD","SandRidge Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",593.41,2.81,16.24,-0.18%,165247
5910,"SDD","ProShares UltraShort SmallCap600","Financial","Exchange Traded Fund","USA",,,12.00,-1.48%,131
5911,"SDEM","Global X MSCI SuperDividend Em Mkts ETF","Financial","Exchange Traded Fund","USA",,,14.40,-1.24%,4236
5912,"SDIV","Global X SuperDividend ETF","Financial","Exchange Traded Fund","USA",,,20.92,-0.38%,153083
5913,"SDLP","Seadrill Partners LLC","Basic Materials","Oil & Gas Drilling & Exploration","United Kingdom",322.27,2.31,3.55,0.85%,120116
5914,"SDOG","ALPS Sector Dividend Dogs ETF","Financial","Exchange Traded Fund","USA",,,45.61,0.55%,113314
5915,"SDOW","ProShares UltraPro Short Dow30","Financial","Exchange Traded Fund","USA",,,16.51,0.06%,2608638
5916,"SDP","ProShares UltraShort Utilities","Financial","Exchange Traded Fund","USA",,,23.85,-1.29%,1253
5917,"SDPI","Superior Drilling Products, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",43.97,271.43,1.90,1.60%,43651
5918,"SDR","SandRidge Mississippian Trust II","Basic Materials","Independent Oil & Gas","USA",82.68,6.06,1.49,1.36%,230724
5919,"SDRL","Seadrill Limited","Basic Materials","Oil & Gas Drilling & Exploration","Bermuda",1977.00,,19.77,-0.80%,210512
5920,"SDS","ProShares UltraShort S&P500;","Financial","Exchange Traded Fund","USA",,,35.36,-0.95%,3918383
5921,"SDT","SandRidge Mississippian Trust I","Basic Materials","Independent Oil & Gas","USA",50.53,8.30,1.71,1.18%,94856
5922,"SDVY","First Trust SMID Cp Rising Div Achv ETF","Financial","Exchange Traded Fund","USA",,,21.30,0.17%,715
5923,"SDY","SPDR S&P; Dividend ETF","Financial","Exchange Traded Fund","USA",,,96.15,0.51%,249917
5924,"SDYL","UBS ETRACS Mthly Pay 2xLvrgd S&P; Div ETN","Financial","Exchange Traded Fund","USA",,,85.60,0.67%,346
5925,"SE","Sea Limited","Technology","Multimedia & Graphics Software","USA",5350.97,,14.87,1.71%,2262124
5926,"SEA","Claymore/Delta Global Shipping","Financial","Exchange Traded Fund","USA",,,10.02,-0.60%,9249
5927,"SEAC","SeaChange International, Inc.","Technology","Application Software","USA",113.30,6.82,3.18,1.60%,83277
5928,"SEAS","SeaWorld Entertainment, Inc.","Services","Sporting Activities","USA",1946.47,,21.47,2.04%,1485151
5929,"SEB","Seaboard Corporation","Conglomerates","Conglomerates","USA",4296.37,13.88,3580.31,0.43%,311
5930,"SECO","Secoo Holding Limited","Services","Specialty Retail, Other","China",707.97,22.64,13.56,10.78%,438009
5931,"SEDG","SolarEdge Technologies, Inc.","Technology","Semiconductor - Specialized","Israel",2717.60,20.93,56.30,0.09%,1618954
5932,"SEE","Sealed Air Corporation","Consumer Goods","Packaging & Containers","USA",7096.33,32.40,42.93,-1.58%,2533194
5933,"SEED","Origin Agritech Limited","Consumer Goods","Farm Products","China",194.00,,7.76,-6.73%,88628
5934,"SEF","ProShares Short Financials","Financial","Exchange Traded Fund","USA",,,22.38,-0.08%,1632
5935,"SEIC","SEI Investments Co.","Financial","Asset Management","USA",9511.37,19.91,59.32,0.30%,410438
5936,"SEII","Sharing Economy International Inc.","Industrial Goods","Diversified Machinery","China",14.06,,2.71,0.00%,12486
5937,"SELB","Selecta Biosciences, Inc.","Healthcare","Biotechnology","USA",287.13,,12.87,1.10%,59287
5938,"SELF","Global Self Storage, Inc.","Financial","REIT - Industrial","USA",31.28,,4.11,-0.41%,1221
5939,"SEM","Select Medical Holdings Corporation","Healthcare","Hospitals","USA",2862.59,23.48,21.25,0.24%,1349320
5940,"SEMG","SemGroup Corporation","Basic Materials","Oil & Gas Pipelines","USA",2079.48,,26.00,3.17%,1219787
5941,"SEND","SendGrid, Inc.","Technology","Technical & System Software","USA",1381.89,,29.95,5.38%,1339496
5942,"SENEA","Seneca Foods Corporation","Consumer Goods","Processed & Packaged Goods","USA",281.80,,28.35,6.38%,15895
5943,"SENEB","Seneca Foods Corporation","Consumer Goods","Processed & Packaged Goods","USA",52.86,,28.05,3.89%,1007
5944,"SENS","Senseonics Holdings, Inc.","Healthcare","Medical Appliances & Equipment","USA",590.24,,3.99,3.37%,1981571
5945,"SEP","Spectra Energy Partners, LP","Basic Materials","Oil & Gas Pipelines","USA",17995.76,9.92,36.95,0.63%,651741
5946,"SERV","ServiceMaster Global Holdings, Inc.","Services","Business Services","USA",8117.39,32.66,58.47,1.40%,1241998
5947,"SES","Synthesis Energy Systems, Inc.","Basic Materials","Specialty Chemicals","USA",30.83,,2.66,-3.27%,1259
5948,"SESN","Sesen Bio, Inc.","Healthcare","Biotechnology","USA",129.21,,1.73,-4.95%,620993
5949,"SF","Stifel Financial Corp.","Financial","Investment Brokerage - Regional","USA",4017.44,18.25,55.39,-0.47%,379820
5950,"SFBC","Sound Financial Bancorp, Inc.","Financial","Money Center Banks","USA",100.80,18.32,40.00,1.27%,561
5951,"SFBS","ServisFirst Bancshares, Inc.","Financial","Foreign Money Center Banks","USA",2243.44,20.18,43.11,1.17%,67206
5952,"SFE","Safeguard Scientifics, Inc.","Financial","Asset Management","USA",234.38,,11.35,-0.44%,196425
5953,"SFHY","WisdomTree Fdmtl US S-T HiYld CorpBd","Financial","Exchange Traded Fund","USA",,,50.04,0.10%,43958
5954,"SFIX","Stitch Fix, Inc.","Services","Specialty Retail, Other","USA",3044.43,106.00,29.15,0.97%,1658981
5955,"SFL","Ship Finance International Limited","Services","Shipping","Bermuda",1773.10,17.53,14.90,1.36%,920116
5956,"SFLA","iPath Long Extended S&P; 500 TR ETN","Financial","Exchange Traded Fund","USA",,,,,0
5957,"SFLY","Shutterfly, Inc.","Services","Personal Services","USA",2809.78,153.16,82.86,1.23%,617967
5958,"SFM","Sprouts Farmers Market, Inc.","Services","Grocery Stores","USA",3150.80,20.23,23.83,12.41%,5320496
5959,"SFNC","Simmons First National Corporation","Financial","Money Center Banks","USA",2808.77,18.39,30.55,0.99%,175749
5960,"SFS","Smart & Final Stores, Inc.","Services","Grocery Stores","USA",425.06,,5.85,2.63%,177211
5961,"SFST","Southern First Bancshares, Inc.","Financial","Money Center Banks","USA",321.21,19.33,44.55,2.18%,13113
5962,"SFUN","Fang Holdings Limited","Technology","Internet Information Providers","China",1529.45,67.11,3.02,-2.27%,771700
5963,"SGA","Saga Communications, Inc.","Services","Broadcasting - Radio","USA",215.39,20.38,36.20,-2.29%,2381
5964,"SGB","Southwest Georgia Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",58.32,13.34,23.42,-0.34%,6545
5965,"SGBX","SG Blocks, Inc.","Conglomerates","Conglomerates","USA",21.58,,5.18,-0.29%,5547
5966,"SGC","Superior Group of Companies, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",288.25,18.02,20.20,-0.79%,18541
5967,"SGDJ","ALPS Sprott Junior Gold Miners ETF","Financial","Exchange Traded Fund","USA",,,27.70,-0.61%,51498
5968,"SGDM","Sprott Gold Miners ETF","Financial","Exchange Traded Fund","USA",,,18.18,-0.82%,58599
5969,"SGEN","Seattle Genetics, Inc.","Healthcare","Biotechnology","USA",11354.33,124.90,71.69,2.97%,722765
5970,"SGGB","iPath B Bloomberg Sugar Ttl Ret ETN","Financial","Exchange Traded Fund","USA",,,39.01,0.54%,46049
5971,"SGH","SMART Global Holdings, Inc.","Technology","Semiconductor- Memory Chips","USA",690.64,9.66,31.35,1.72%,283851
5972,"SGLB","Sigma Labs, Inc.","Technology","Information Technology Services","USA",5.63,,0.88,3.03%,47610
5973,"SGMA","SigmaTron International, Inc.","Technology","Printed Circuit Boards","USA",29.38,,6.93,0.87%,8300
5974,"SGMO","Sangamo Therapeutics, Inc.","Healthcare","Biotechnology","USA",1442.93,,13.75,0.00%,1151733
5975,"SGMS","Scientific Games Corporation","Services","Gaming Activities","USA",3652.84,,39.55,-13.65%,5564067
5976,"SGOC","SGOCO Group, Ltd.","Consumer Goods","Electronic Equipment","Hong Kong",20.21,,1.03,-4.17%,32992
5977,"SGOL","ETFS Physical Swiss Gold","Financial","Exchange Traded Fund","USA",,,116.81,-0.55%,21099
5978,"SGRP","SPAR Group, Inc.","Services","Business Services","USA",25.97,20.33,1.24,-0.80%,22787
5979,"SGRY","Surgery Partners, Inc.","Healthcare","Hospitals","USA",775.53,,15.75,2.94%,248161
5980,"SGU","Star Group, L.P.","Basic Materials","Oil & Gas Pipelines","USA",525.77,15.86,9.53,-0.94%,27663
5981,"SGYP","Synergy Pharmaceuticals Inc.","Healthcare","Drug Manufacturers - Other","USA",409.46,,1.63,-4.12%,2232653
5982,"SH","ProShares Short S&P500;","Financial","Exchange Traded Fund","USA",,,28.22,-0.49%,2028860
5983,"SHAG","WisdomTree Yield Enh US S-T Aggt Bd ETF","Financial","Exchange Traded Fund","USA",,,48.80,-0.10%,1013
5984,"SHAK","Shake Shack Inc.","Services","Specialty Eateries","USA",2389.44,124.88,63.94,2.78%,2216772
5985,"SHBI","Shore Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",246.78,18.53,19.22,-0.36%,6308
5986,"SHE","SPDR SSGA Gender Diversity ETF","Financial","Exchange Traded Fund","USA",,,74.72,0.25%,83026
5987,"SHEN","Shenandoah Telecommunications Company","Technology","Telecom Services - Domestic","USA",1616.23,108.44,33.40,2.93%,62280
5988,"SHG","Shinhan Financial Group Co., Ltd.","Financial","Foreign Regional Banks","South Korea",17470.89,7.24,37.55,-2.06%,76142
5989,"SHI","Sinopec Shanghai Petrochemical Company Limited","Basic Materials","Oil & Gas Refining & Marketing","China",7920.70,7.32,61.32,-0.49%,27444
5990,"SHIP","Seanergy Maritime Holdings Corp.","Services","Shipping","Greece",37.16,,0.95,0.00%,138138
5991,"SHLD","Sears Holdings Corporation","Services","Department Stores","USA",213.63,,1.82,-1.62%,650080
5992,"SHLM","A. Schulman, Inc.","Basic Materials","Chemicals - Major Diversified","USA",1292.65,64.26,43.70,-0.34%,84643
5993,"SHLO","Shiloh Industries, Inc.","Industrial Goods","Metal Fabrication","USA",187.48,140.50,8.43,1.69%,37386
5994,"SHLX","Shell Midstream Partners, L.P.","Basic Materials","Oil & Gas Pipelines","USA",5160.14,19.85,22.29,-0.27%,1781502
5995,"SHM","SPDR Nuveen Blmbg Barclays ST MunBd ETF","Financial","Exchange Traded Fund","USA",,,48.00,0.10%,293575
5996,"SHNY","Direxion Daily Silver Mnrs Bull 2X ETF","Financial","Exchange Traded Fund","USA",,,6.13,-3.46%,16002
5997,"SHO","Sunstone Hotel Investors, Inc.","Financial","REIT - Hotel/Motel","USA",3856.19,36.33,16.75,1.45%,1812578
5998,"SHOO","Steven Madden, Ltd.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",3353.28,27.16,56.00,1.54%,397316
5999,"SHOP","Shopify Inc.","Technology","Application Software","Canada",16496.11,,143.92,5.54%,2719957
6000,"SHOS","Sears Hometown and Outlet Stores, Inc.","Services","Department Stores","USA",52.25,,2.25,-4.26%,6086
6001,"SHPG","Shire plc","Healthcare","Biotechnology","Ireland",53261.05,25.47,172.69,-1.66%,890541
6002,"SHSP","SharpSpring, Inc.","Technology","Internet Service Providers","USA",85.69,,10.01,-4.21%,125695
6003,"SHV","iShares Short Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,110.29,0.02%,479737
6004,"SHW","The Sherwin-Williams Company","Basic Materials","Specialty Chemicals","USA",40408.95,33.12,438.37,0.03%,567076
6005,"SHY","iShares 1-3 Year Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,83.11,0.06%,1911300
6006,"SHYD","VanEck Vectors Short High-Yield Muni ETF","Financial","Exchange Traded Fund","USA",,,24.48,0.16%,26933
6007,"SHYG","iShares 0-5 Year High Yield Corp Bd ETF","Financial","Exchange Traded Fund","USA",,,46.77,0.02%,393449
6008,"SID","Companhia Siderurgica Nacional","Basic Materials","Steel & Iron","Brazil",3281.19,9.02,2.48,2.90%,2799061
6009,"SIEB","Siebert Financial Corp.","Financial","Investment Brokerage - Regional","USA",361.03,85.23,13.21,-4.07%,14686
6010,"SIEN","Sientra, Inc.","Healthcare","Medical Instruments & Supplies","USA",629.16,,20.93,2.50%,169831
6011,"SIF","SIFCO Industries, Inc.","Industrial Goods","Metal Fabrication","USA",33.01,,5.52,1.28%,1040
6012,"SIFI","SI Financial Group, Inc.","Financial","Savings & Loans","USA",173.32,16.71,14.00,-1.41%,3937
6013,"SIFY","Sify Technologies Limited","Technology","Internet Service Providers","India",343.59,17.87,1.68,2.44%,57654
6014,"SIG","Signet Jewelers Limited","Services","Jewelry Stores","Bermuda",3517.64,,59.12,1.18%,814662
6015,"SIGA","SIGA Technologies, Inc.","Healthcare","Biotechnology","USA",587.33,,7.36,-1.87%,93470
6016,"SIGI","Selective Insurance Group, Inc.","Financial","Property & Casualty Insurance","USA",3648.68,23.71,62.80,5.28%,192965
6017,"SIGM","Sigma Designs, Inc.","Technology","Semiconductor - Specialized","USA",241.88,,6.05,0.00%,479336
6018,"SIJ","ProShares UltraShort Industrials","Financial","Exchange Traded Fund","USA",,,15.45,0.32%,4447
6019,"SIL","Global X Silver Miners ETF","Financial","Exchange Traded Fund","USA",,,26.90,-1.28%,90106
6020,"SILC","Silicom Ltd.","Technology","Communication Equipment","Israel",269.63,16.93,39.02,-0.94%,32392
6021,"SILJ","ETFMG Prime Junior Silver ETF","Financial","Exchange Traded Fund","USA",,,9.81,-2.58%,109096
6022,"SIM","Grupo Simec, S.A.B. de C.V.","Basic Materials","Steel & Iron","Mexico",1625.78,14.69,9.90,1.85%,353
6023,"SIMO","Silicon Motion Technology Corporation","Technology","Diversified Electronics","Taiwan",2004.77,26.35,54.79,-0.03%,429023
6024,"SINA","SINA Corporation","Technology","Internet Software & Services","China",5788.76,40.31,79.90,-0.45%,473986
6025,"SINO","Sino-Global Shipping America, Ltd.","Services","Air Delivery & Freight Services","USA",15.46,4.68,1.16,-1.69%,18674
6026,"SIR","Select Income REIT","Financial","REIT - Office","USA",1906.12,19.41,20.28,-1.55%,399697
6027,"SIRI","Sirius XM Holdings Inc.","Services","Broadcasting - Radio","USA",31436.16,31.93,6.96,1.46%,14103231
6028,"SITE","SiteOne Landscape Supply, Inc.","Industrial Goods","Small Tools & Accessories","USA",3567.87,83.14,89.13,6.28%,468432
6029,"SITO","SITO Mobile, Ltd.","Technology","Wireless Communications","USA",54.71,,2.29,0.00%,51418
6030,"SIVB","SVB Financial Group","Financial","Regional - Pacific Banks","USA",16965.40,28.41,320.81,2.32%,366305
6031,"SIVR","ETFS Physical Silver","Financial","Exchange Traded Fund","USA",,,14.91,-0.53%,95360
6032,"SIX","Six Flags Entertainment Corporation","Services","General Entertainment","USA",5565.05,26.80,64.47,1.82%,909473
6033,"SIZE","iShares Edge MSCI USA Size Factor ETF","Financial","Exchange Traded Fund","USA",,,86.45,0.06%,10468
6034,"SJB","ProShares Short High Yield","Financial","Exchange Traded Fund","USA",,,22.81,-0.02%,31602
6035,"SJI","South Jersey Industries, Inc.","Utilities","Gas Utilities","USA",2894.38,47.81,33.90,0.56%,270303
6036,"SJM","The J. M. Smucker Company","Consumer Goods","Processed & Packaged Goods","USA",12578.72,22.42,112.32,2.67%,966515
6037,"SJNK","SPDR Blmbg BarclaysST HY Bd ETF","Financial","Exchange Traded Fund","USA",,,27.44,0.04%,1017422
6038,"SJR","Shaw Communications Inc.","Services","CATV Systems","Canada",10331.16,823.20,20.58,-1.25%,299000
6039,"SJT","San Juan Basin Royalty Trust","Basic Materials","Independent Oil & Gas","USA",279.99,7.34,5.86,1.21%,108005
6040,"SJW","SJW Group","Utilities","Water Utilities","USA",1340.54,26.78,64.11,0.66%,46656
6041,"SKF","ProShares UltraShort Financials","Financial","Exchange Traded Fund","USA",,,19.19,-0.05%,37272
6042,"SKIS","Peak Resorts, Inc.","Services","Sporting Activities","USA",68.45,,4.80,-2.04%,14048
6043,"SKM","SK Telecom Co., Ltd.","Technology","Wireless Communications","South Korea",17970.99,6.63,24.95,1.13%,443010
6044,"SKOR","FlexShares Credit-Scored US Corp Bd ETF","Financial","Exchange Traded Fund","USA",,,48.96,0.12%,300
6045,"SKT","Tanger Factory Outlet Centers, Inc.","Financial","REIT - Retail","USA",2295.85,33.51,23.96,-0.99%,1057618
6046,"SKX","Skechers U.S.A., Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",4432.32,15.72,28.09,1.30%,1808717
6047,"SKY","Skyline Champion Corporation","Industrial Goods","Manufactured Housing","USA",197.57,25.31,23.69,-7.35%,776449
6048,"SKYS","Sky Solar Holdings, Ltd.","Utilities","Diversified Utilities","Hong Kong",55.87,,1.03,-0.96%,4020
6049,"SKYW","SkyWest, Inc.","Services","Regional Airlines","USA",3086.70,13.88,59.45,-0.59%,211487
6050,"SKYY","First Trust Cloud Computing ETF","Financial","Exchange Traded Fund","USA",,,54.17,1.52%,284048
6051,"SLAB","Silicon Laboratories Inc.","Technology","Semiconductor - Integrated Circuits","USA",4299.52,50.87,95.95,1.59%,285294
